"label","iter","parameter","value"
"RBC replenishment (ρ)",88,"rho",0.366081
"Burst size (β)",88,"burst",4.78235687
"Activation indis (ψn)",88,"iota_N1",9.37618906
"Activation targeted (ψw)",88,"iota_N2",0.51186716
"Half-life indis (ϕn)",88,"phi_N1",0.03715781
"Half-life targeted (ϕw)",88,"phi_N2",741.539824
"RBC replenishment (ρ)",89,"rho",0.15609871
"Burst size (β)",89,"burst",4.59754161
"Activation indis (ψn)",89,"iota_N1",35.4919244
"Activation targeted (ψw)",89,"iota_N2",2.34457858
"Half-life indis (ϕn)",89,"phi_N1",0.06063209
"Half-life targeted (ϕw)",89,"phi_N2",2001.5139
"RBC replenishment (ρ)",90,"rho",0.31997776
"Burst size (β)",90,"burst",6.35896495
"Activation indis (ψn)",90,"iota_N1",12.4539381
"Activation targeted (ψw)",90,"iota_N2",1.60167071
"Half-life indis (ϕn)",90,"phi_N1",0.06136102
"Half-life targeted (ϕw)",90,"phi_N2",385.372248
"RBC replenishment (ρ)",91,"rho",0.26556898
"Burst size (β)",91,"burst",5.58889315
"Activation indis (ψn)",91,"iota_N1",15.9063243
"Activation targeted (ψw)",91,"iota_N2",1.01310996
"Half-life indis (ϕn)",91,"phi_N1",0.02502959
"Half-life targeted (ϕw)",91,"phi_N2",1059.10448
"RBC replenishment (ρ)",92,"rho",0.31479169
"Burst size (β)",92,"burst",4.00309083
"Activation indis (ψn)",92,"iota_N1",14.5711739
"Activation targeted (ψw)",92,"iota_N2",0.85386515
"Half-life indis (ϕn)",92,"phi_N1",0.04483297
"Half-life targeted (ϕw)",92,"phi_N2",879.739986
"RBC replenishment (ρ)",93,"rho",0.32352567
"Burst size (β)",93,"burst",3.90978736
"Activation indis (ψn)",93,"iota_N1",9.16099054
"Activation targeted (ψw)",93,"iota_N2",0.77887385
"Half-life indis (ϕn)",93,"phi_N1",0.04204355
"Half-life targeted (ϕw)",93,"phi_N2",2103.34722
"RBC replenishment (ρ)",94,"rho",0.35992611
"Burst size (β)",94,"burst",4.81370522
"Activation indis (ψn)",94,"iota_N1",14.7281248
"Activation targeted (ψw)",94,"iota_N2",0.47849385
"Half-life indis (ϕn)",94,"phi_N1",0.02481447
"Half-life targeted (ϕw)",94,"phi_N2",1202.45765
"RBC replenishment (ρ)",95,"rho",0.20601711
"Burst size (β)",95,"burst",4.52443256
"Activation indis (ψn)",95,"iota_N1",28.3714724
"Activation targeted (ψw)",95,"iota_N2",2.43216099
"Half-life indis (ϕn)",95,"phi_N1",0.08010408
"Half-life targeted (ϕw)",95,"phi_N2",338.180722
"RBC replenishment (ρ)",96,"rho",0.34857098
"Burst size (β)",96,"burst",6.05750248
"Activation indis (ψn)",96,"iota_N1",18.6209776
"Activation targeted (ψw)",96,"iota_N2",2.25418842
"Half-life indis (ϕn)",96,"phi_N1",0.08001626
"Half-life targeted (ϕw)",96,"phi_N2",384.072267
"RBC replenishment (ρ)",97,"rho",0.30700347
"Burst size (β)",97,"burst",5.35148815
"Activation indis (ψn)",97,"iota_N1",12.3837371
"Activation targeted (ψw)",97,"iota_N2",1.25584932
"Half-life indis (ϕn)",97,"phi_N1",0.06592598
"Half-life targeted (ϕw)",97,"phi_N2",5743.84541
"RBC replenishment (ρ)",98,"rho",0.25278307
"Burst size (β)",98,"burst",4.06004342
"Activation indis (ψn)",98,"iota_N1",63.9208811
"Activation targeted (ψw)",98,"iota_N2",0.67635249
"Half-life indis (ϕn)",98,"phi_N1",0.00676
"Half-life targeted (ϕw)",98,"phi_N2",1965.95411
"RBC replenishment (ρ)",99,"rho",0.33636413
"Burst size (β)",99,"burst",3.83545335
"Activation indis (ψn)",99,"iota_N1",45.2694005
"Activation targeted (ψw)",99,"iota_N2",0.80023204
"Half-life indis (ϕn)",99,"phi_N1",0.01571543
"Half-life targeted (ϕw)",99,"phi_N2",1581.3823
"RBC replenishment (ρ)",100,"rho",0.38264767
"Burst size (β)",100,"burst",4.7100765
"Activation indis (ψn)",100,"iota_N1",81.857102
"Activation targeted (ψw)",100,"iota_N2",0.5812482
"Half-life indis (ϕn)",100,"phi_N1",0.00494533
"Half-life targeted (ϕw)",100,"phi_N2",1394.6199
"RBC replenishment (ρ)",101,"rho",0.16737619
"Burst size (β)",101,"burst",4.5502929
"Activation indis (ψn)",101,"iota_N1",44.892346
"Activation targeted (ψw)",101,"iota_N2",2.87443507
"Half-life indis (ϕn)",101,"phi_N1",0.07063501
"Half-life targeted (ϕw)",101,"phi_N2",1001.10799
"RBC replenishment (ρ)",102,"rho",0.2654701
"Burst size (β)",102,"burst",5.96106572
"Activation indis (ψn)",102,"iota_N1",42.1523922
"Activation targeted (ψw)",102,"iota_N2",2.56373399
"Half-life indis (ϕn)",102,"phi_N1",0.03426106
"Half-life targeted (ϕw)",102,"phi_N2",2141.6238
"RBC replenishment (ρ)",103,"rho",0.33529636
"Burst size (β)",103,"burst",5.50230557
"Activation indis (ψn)",103,"iota_N1",9.30045474
"Activation targeted (ψw)",103,"iota_N2",0.83978033
"Half-life indis (ϕn)",103,"phi_N1",0.02855062
"Half-life targeted (ϕw)",103,"phi_N2",1723.87015
"RBC replenishment (ρ)",104,"rho",0.27831889
"Burst size (β)",104,"burst",4.00766374
"Activation indis (ψn)",104,"iota_N1",72.2928961
"Activation targeted (ψw)",104,"iota_N2",0.61373734
"Half-life indis (ϕn)",104,"phi_N1",0.01013634
"Half-life targeted (ϕw)",104,"phi_N2",1126.51839
"RBC replenishment (ρ)",105,"rho",0.31860833
"Burst size (β)",105,"burst",3.8959339
"Activation indis (ψn)",105,"iota_N1",19.6155548
"Activation targeted (ψw)",105,"iota_N2",0.89958797
"Half-life indis (ϕn)",105,"phi_N1",0.02686993
"Half-life targeted (ϕw)",105,"phi_N2",954.247102
"RBC replenishment (ρ)",106,"rho",0.41454464
"Burst size (β)",106,"burst",4.74500144
"Activation indis (ψn)",106,"iota_N1",16.8506203
"Activation targeted (ψw)",106,"iota_N2",0.45971568
"Half-life indis (ϕn)",106,"phi_N1",0.02126932
"Half-life targeted (ϕw)",106,"phi_N2",1400.03002
"RBC replenishment (ρ)",107,"rho",0.22091839
"Burst size (β)",107,"burst",4.61416494
"Activation indis (ψn)",107,"iota_N1",55.785489
"Activation targeted (ψw)",107,"iota_N2",1.93780668
"Half-life indis (ϕn)",107,"phi_N1",0.02662913
"Half-life targeted (ϕw)",107,"phi_N2",613.885381
"RBC replenishment (ρ)",108,"rho",0.36561873
"Burst size (β)",108,"burst",6.11236638
"Activation indis (ψn)",108,"iota_N1",25.137837
"Activation targeted (ψw)",108,"iota_N2",1.57968083
"Half-life indis (ϕn)",108,"phi_N1",0.01948042
"Half-life targeted (ϕw)",108,"phi_N2",1045.72699
"RBC replenishment (ρ)",109,"rho",0.26356188
"Burst size (β)",109,"burst",5.68396991
"Activation indis (ψn)",109,"iota_N1",31.3072652
"Activation targeted (ψw)",109,"iota_N2",1.09209889
"Half-life indis (ϕn)",109,"phi_N1",0.01802771
"Half-life targeted (ϕw)",109,"phi_N2",470.269937
"RBC replenishment (ρ)",110,"rho",0.20156023
"Burst size (β)",110,"burst",3.97858547
"Activation indis (ψn)",110,"iota_N1",16.1635184
"Activation targeted (ψw)",110,"iota_N2",0.84238275
"Half-life indis (ϕn)",110,"phi_N1",0.02886098
"Half-life targeted (ϕw)",110,"phi_N2",590.881672
"RBC replenishment (ρ)",111,"rho",0.29507315
"Burst size (β)",111,"burst",3.87648287
"Activation indis (ψn)",111,"iota_N1",11.0203844
"Activation targeted (ψw)",111,"iota_N2",0.843016
"Half-life indis (ϕn)",111,"phi_N1",0.04565773
"Half-life targeted (ϕw)",111,"phi_N2",1268.81276
"RBC replenishment (ρ)",112,"rho",0.40439209
"Burst size (β)",112,"burst",4.75361573
"Activation indis (ψn)",112,"iota_N1",13.5772129
"Activation targeted (ψw)",112,"iota_N2",0.463003
"Half-life indis (ϕn)",112,"phi_N1",0.03009114
"Half-life targeted (ϕw)",112,"phi_N2",801.833174
"RBC replenishment (ρ)",113,"rho",0.23627116
"Burst size (β)",113,"burst",4.6588494
"Activation indis (ψn)",113,"iota_N1",36.9257968
"Activation targeted (ψw)",113,"iota_N2",1.60545191
"Half-life indis (ϕn)",113,"phi_N1",0.05813428
"Half-life targeted (ϕw)",113,"phi_N2",2657.93654
"RBC replenishment (ρ)",114,"rho",0.37831127
"Burst size (β)",114,"burst",6.18943316
"Activation indis (ψn)",114,"iota_N1",77.458783
"Activation targeted (ψw)",114,"iota_N2",2.13140421
"Half-life indis (ϕn)",114,"phi_N1",0.01530849
"Half-life targeted (ϕw)",114,"phi_N2",3603.33202
"RBC replenishment (ρ)",115,"rho",0.2528322
"Burst size (β)",115,"burst",5.51186505
"Activation indis (ψn)",115,"iota_N1",22.1154143
"Activation targeted (ψw)",115,"iota_N2",1.08980585
"Half-life indis (ϕn)",115,"phi_N1",0.02801729
"Half-life targeted (ϕw)",115,"phi_N2",2141.85916
"RBC replenishment (ρ)",116,"rho",0.34151209
"Burst size (β)",116,"burst",4.13842735
"Activation indis (ψn)",116,"iota_N1",4.24883079
"Activation targeted (ψw)",116,"iota_N2",0.76391759
"Half-life indis (ϕn)",116,"phi_N1",0.11818829
"Half-life targeted (ϕw)",116,"phi_N2",5674.94462
"RBC replenishment (ρ)",117,"rho",0.39061809
"Burst size (β)",117,"burst",4.03952823
"Activation indis (ψn)",117,"iota_N1",2.90154546
"Activation targeted (ψw)",117,"iota_N2",0.71929042
"Half-life indis (ϕn)",117,"phi_N1",0.16313903
"Half-life targeted (ϕw)",117,"phi_N2",2210.94821
"RBC replenishment (ρ)",118,"rho",0.38363924
"Burst size (β)",118,"burst",4.74535415
"Activation indis (ψn)",118,"iota_N1",3.88056647
"Activation targeted (ψw)",118,"iota_N2",0.42363202
"Half-life indis (ϕn)",118,"phi_N1",0.07555589
"Half-life targeted (ϕw)",118,"phi_N2",13935.2338
"RBC replenishment (ρ)",119,"rho",0.17416477
"Burst size (β)",119,"burst",4.59919006
"Activation indis (ψn)",119,"iota_N1",15.9622606
"Activation targeted (ψw)",119,"iota_N2",2.28500287
"Half-life indis (ϕn)",119,"phi_N1",0.1468705
"Half-life targeted (ϕw)",119,"phi_N2",52872.3732
"RBC replenishment (ρ)",120,"rho",0.46949607
"Burst size (β)",120,"burst",6.04707971
"Activation indis (ψn)",120,"iota_N1",7.63216254
"Activation targeted (ψw)",120,"iota_N2",2.2536975
"Half-life indis (ϕn)",120,"phi_N1",0.15243868
"Half-life targeted (ϕw)",120,"phi_N2",4291.56125
"RBC replenishment (ρ)",121,"rho",0.26533243
"Burst size (β)",121,"burst",5.66990868
"Activation indis (ψn)",121,"iota_N1",3.50911804
"Activation targeted (ψw)",121,"iota_N2",1.06717423
"Half-life indis (ϕn)",121,"phi_N1",0.08529601
"Half-life targeted (ϕw)",121,"phi_N2",9166.36896
"RBC replenishment (ρ)",122,"rho",0.37104493
"Burst size (β)",122,"burst",4.05068151
"Activation indis (ψn)",122,"iota_N1",4.98601375
"Activation targeted (ψw)",122,"iota_N2",0.68476063
"Half-life indis (ϕn)",122,"phi_N1",0.13830881
"Half-life targeted (ϕw)",122,"phi_N2",327.495957
"RBC replenishment (ρ)",123,"rho",0.31423548
"Burst size (β)",123,"burst",3.95308233
"Activation indis (ψn)",123,"iota_N1",5.17021694
"Activation targeted (ψw)",123,"iota_N2",0.89875044
"Half-life indis (ϕn)",123,"phi_N1",0.14222214
"Half-life targeted (ϕw)",123,"phi_N2",735.199291
"RBC replenishment (ρ)",124,"rho",0.41592167
"Burst size (β)",124,"burst",4.87140638
"Activation indis (ψn)",124,"iota_N1",2.56907256
"Activation targeted (ψw)",124,"iota_N2",0.49019563
"Half-life indis (ϕn)",124,"phi_N1",0.11324845
"Half-life targeted (ϕw)",124,"phi_N2",241.51916
"RBC replenishment (ρ)",125,"rho",0.25378089
"Burst size (β)",125,"burst",4.6777788
"Activation indis (ψn)",125,"iota_N1",12.0607132
"Activation targeted (ψw)",125,"iota_N2",1.82080983
"Half-life indis (ϕn)",125,"phi_N1",0.1557504
"Half-life targeted (ϕw)",125,"phi_N2",1878.66223
"RBC replenishment (ρ)",126,"rho",0.44463821
"Burst size (β)",126,"burst",6.11212349
"Activation indis (ψn)",126,"iota_N1",6.03488344
"Activation targeted (ψw)",126,"iota_N2",1.70943531
"Half-life indis (ϕn)",126,"phi_N1",0.17695819
"Half-life targeted (ϕw)",126,"phi_N2",376.85196
"RBC replenishment (ρ)",127,"rho",0.27736369
"Burst size (β)",127,"burst",5.50556462
"Activation indis (ψn)",127,"iota_N1",2.05038315
"Activation targeted (ψw)",127,"iota_N2",0.94577007
"Half-life indis (ϕn)",127,"phi_N1",0.17784027
"Half-life targeted (ϕw)",127,"phi_N2",538.280013
"RBC replenishment (ρ)",128,"rho",0.35855118
"Burst size (β)",128,"burst",4.18789
"Activation indis (ψn)",128,"iota_N1",45.5603046
"Activation targeted (ψw)",128,"iota_N2",0.69564048
"Half-life indis (ϕn)",128,"phi_N1",0.015661
"Half-life targeted (ϕw)",128,"phi_N2",249.199823
"RBC replenishment (ρ)",129,"rho",0.22746922
"Burst size (β)",129,"burst",3.94705126
"Activation indis (ψn)",129,"iota_N1",36.9962819
"Activation targeted (ψw)",129,"iota_N2",0.8064047
"Half-life indis (ϕn)",129,"phi_N1",0.01176229
"Half-life targeted (ϕw)",129,"phi_N2",86.018302
"RBC replenishment (ρ)",130,"rho",0.34326278
"Burst size (β)",130,"burst",4.80308742
"Activation indis (ψn)",130,"iota_N1",31.1922922
"Activation targeted (ψw)",130,"iota_N2",0.45996731
"Half-life indis (ϕn)",130,"phi_N1",0.01170284
"Half-life targeted (ϕw)",130,"phi_N2",900.528619
"RBC replenishment (ρ)",131,"rho",0.51709695
"Burst size (β)",131,"burst",4.68597378
"Activation indis (ψn)",131,"iota_N1",57.610435
"Activation targeted (ψw)",131,"iota_N2",2.14230072
"Half-life indis (ϕn)",131,"phi_N1",0.09763432
"Half-life targeted (ϕw)",131,"phi_N2",273.444418
"RBC replenishment (ρ)",132,"rho",0.34618312
"Burst size (β)",132,"burst",6.26302687
"Activation indis (ψn)",132,"iota_N1",61.4808241
"Activation targeted (ψw)",132,"iota_N2",1.85630057
"Half-life indis (ϕn)",132,"phi_N1",0.01859779
"Half-life targeted (ϕw)",132,"phi_N2",516.139548
"RBC replenishment (ρ)",133,"rho",0.28602575
"Burst size (β)",133,"burst",5.49535257
"Activation indis (ψn)",133,"iota_N1",10.7570252
"Activation targeted (ψw)",133,"iota_N2",0.99479196
"Half-life indis (ϕn)",133,"phi_N1",0.02832023
"Half-life targeted (ϕw)",133,"phi_N2",1785.08526
"RBC replenishment (ρ)",134,"rho",0.34662081
"Burst size (β)",134,"burst",3.96315919
"Activation indis (ψn)",134,"iota_N1",37.5343281
"Activation targeted (ψw)",134,"iota_N2",0.7638392
"Half-life indis (ϕn)",134,"phi_N1",0.03307196
"Half-life targeted (ϕw)",134,"phi_N2",386.81877
"RBC replenishment (ρ)",135,"rho",0.39690935
"Burst size (β)",135,"burst",3.99566905
"Activation indis (ψn)",135,"iota_N1",15.4199524
"Activation targeted (ψw)",135,"iota_N2",0.75651428
"Half-life indis (ϕn)",135,"phi_N1",0.07761857
"Half-life targeted (ϕw)",135,"phi_N2",354.417989
"RBC replenishment (ρ)",136,"rho",0.36128954
"Burst size (β)",136,"burst",4.71583863
"Activation indis (ψn)",136,"iota_N1",3.23956307
"Activation targeted (ψw)",136,"iota_N2",0.42810633
"Half-life indis (ϕn)",136,"phi_N1",0.09305996
"Half-life targeted (ϕw)",136,"phi_N2",4131.48321
"RBC replenishment (ρ)",137,"rho",0.25789977
"Burst size (β)",137,"burst",4.61989083
"Activation indis (ψn)",137,"iota_N1",42.218219
"Activation targeted (ψw)",137,"iota_N2",1.75520382
"Half-life indis (ϕn)",137,"phi_N1",0.06607976
"Half-life targeted (ϕw)",137,"phi_N2",1654.92929
"RBC replenishment (ρ)",138,"rho",0.37834919
"Burst size (β)",138,"burst",5.83075124
"Activation indis (ψn)",138,"iota_N1",12.8422917
"Activation targeted (ψw)",138,"iota_N2",2.29368577
"Half-life indis (ϕn)",138,"phi_N1",0.0760907
"Half-life targeted (ϕw)",138,"phi_N2",1323.94767
"RBC replenishment (ρ)",139,"rho",0.27245773
"Burst size (β)",139,"burst",5.50756889
"Activation indis (ψn)",139,"iota_N1",7.81878802
"Activation targeted (ψw)",139,"iota_N2",1.05753934
"Half-life indis (ϕn)",139,"phi_N1",0.04912593
"Half-life targeted (ϕw)",139,"phi_N2",467.27341
"RBC replenishment (ρ)",140,"rho",0.32795045
"Burst size (β)",140,"burst",4.01690261
"Activation indis (ψn)",140,"iota_N1",3.31912478
"Activation targeted (ψw)",140,"iota_N2",0.76508292
"Half-life indis (ϕn)",140,"phi_N1",0.33171273
"Half-life targeted (ϕw)",140,"phi_N2",221.233717
"RBC replenishment (ρ)",141,"rho",0.38760871
"Burst size (β)",141,"burst",3.92927158
"Activation indis (ψn)",141,"iota_N1",3.690773
"Activation targeted (ψw)",141,"iota_N2",0.69932947
"Half-life indis (ϕn)",141,"phi_N1",0.11346861
"Half-life targeted (ϕw)",141,"phi_N2",130.096792
"RBC replenishment (ρ)",142,"rho",0.35928179
"Burst size (β)",142,"burst",4.74982969
"Activation indis (ψn)",142,"iota_N1",2.84050578
"Activation targeted (ψw)",142,"iota_N2",0.46209232
"Half-life indis (ϕn)",142,"phi_N1",0.10980295
"Half-life targeted (ϕw)",142,"phi_N2",56.1755404
"RBC replenishment (ρ)",143,"rho",0.1589226
"Burst size (β)",143,"burst",4.61167078
"Activation indis (ψn)",143,"iota_N1",3.73648697
"Activation targeted (ψw)",143,"iota_N2",1.94624829
"Half-life indis (ϕn)",143,"phi_N1",0.4536625
"Half-life targeted (ϕw)",143,"phi_N2",297.548061
"RBC replenishment (ρ)",144,"rho",0.36443113
"Burst size (β)",144,"burst",6.03879933
"Activation indis (ψn)",144,"iota_N1",4.46827663
"Activation targeted (ψw)",144,"iota_N2",2.22786623
"Half-life indis (ϕn)",144,"phi_N1",0.27746652
"Half-life targeted (ϕw)",144,"phi_N2",93.4772983
"RBC replenishment (ρ)",145,"rho",0.27505335
"Burst size (β)",145,"burst",5.45305425
"Activation indis (ψn)",145,"iota_N1",4.9015855
"Activation targeted (ψw)",145,"iota_N2",1.0312015
"Half-life indis (ϕn)",145,"phi_N1",0.07900667
"Half-life targeted (ϕw)",145,"phi_N2",612.952359
"RBC replenishment (ρ)",146,"rho",0.19243934
"Burst size (β)",146,"burst",3.99360296
"Activation indis (ψn)",146,"iota_N1",8.69273755
"Activation targeted (ψw)",146,"iota_N2",0.71040912
"Half-life indis (ϕn)",146,"phi_N1",0.04195795
"Half-life targeted (ϕw)",146,"phi_N2",5711.09172
"RBC replenishment (ρ)",147,"rho",0.28367615
"Burst size (β)",147,"burst",3.9875755
"Activation indis (ψn)",147,"iota_N1",8.77917798
"Activation targeted (ψw)",147,"iota_N2",0.67714877
"Half-life indis (ϕn)",147,"phi_N1",0.05506799
"Half-life targeted (ϕw)",147,"phi_N2",2891.26083
"RBC replenishment (ρ)",148,"rho",0.32460879
"Burst size (β)",148,"burst",4.71122866
"Activation indis (ψn)",148,"iota_N1",7.05444056
"Activation targeted (ψw)",148,"iota_N2",0.53325454
"Half-life indis (ϕn)",148,"phi_N1",0.06134053
"Half-life targeted (ϕw)",148,"phi_N2",4950.06629
"RBC replenishment (ρ)",149,"rho",0.20192789
"Burst size (β)",149,"burst",4.70704163
"Activation indis (ψn)",149,"iota_N1",8.3178598
"Activation targeted (ψw)",149,"iota_N2",2.22441299
"Half-life indis (ϕn)",149,"phi_N1",0.2695553
"Half-life targeted (ϕw)",149,"phi_N2",5372.17865
"RBC replenishment (ρ)",150,"rho",0.46263544
"Burst size (β)",150,"burst",6.06049566
"Activation indis (ψn)",150,"iota_N1",11.8623812
"Activation targeted (ψw)",150,"iota_N2",1.90703537
"Half-life indis (ϕn)",150,"phi_N1",0.07814795
"Half-life targeted (ϕw)",150,"phi_N2",1982.09938
"RBC replenishment (ρ)",151,"rho",0.34207425
"Burst size (β)",151,"burst",5.55368887
"Activation indis (ψn)",151,"iota_N1",13.2795409
"Activation targeted (ψw)",151,"iota_N2",0.93611787
"Half-life indis (ϕn)",151,"phi_N1",0.02243619
"Half-life targeted (ϕw)",151,"phi_N2",1775.4716
"RBC replenishment (ρ)",152,"rho",0.41125685
"Burst size (β)",152,"burst",4.06743615
"Activation indis (ψn)",152,"iota_N1",12.444822
"Activation targeted (ψw)",152,"iota_N2",0.8542188
"Half-life indis (ϕn)",152,"phi_N1",0.11060363
"Half-life targeted (ϕw)",152,"phi_N2",362.289944
"RBC replenishment (ρ)",153,"rho",0.18497537
"Burst size (β)",153,"burst",3.96529533
"Activation indis (ψn)",153,"iota_N1",12.7099043
"Activation targeted (ψw)",153,"iota_N2",1.035463
"Half-life indis (ϕn)",153,"phi_N1",0.03008786
"Half-life targeted (ϕw)",153,"phi_N2",354.327132
"RBC replenishment (ρ)",154,"rho",0.39481209
"Burst size (β)",154,"burst",4.81610896
"Activation indis (ψn)",154,"iota_N1",25.3428391
"Activation targeted (ψw)",154,"iota_N2",0.52249177
"Half-life indis (ϕn)",154,"phi_N1",0.00882106
"Half-life targeted (ϕw)",154,"phi_N2",693.841792
"RBC replenishment (ρ)",155,"rho",0.18197645
"Burst size (β)",155,"burst",4.6008007
"Activation indis (ψn)",155,"iota_N1",26.8554741
"Activation targeted (ψw)",155,"iota_N2",2.41864465
"Half-life indis (ϕn)",155,"phi_N1",0.09020103
"Half-life targeted (ϕw)",155,"phi_N2",462.291754
"RBC replenishment (ρ)",156,"rho",0.48442371
"Burst size (β)",156,"burst",6.08735265
"Activation indis (ψn)",156,"iota_N1",22.8272179
"Activation targeted (ψw)",156,"iota_N2",1.90013246
"Half-life indis (ϕn)",156,"phi_N1",0.06198076
"Half-life targeted (ϕw)",156,"phi_N2",337.786382
"RBC replenishment (ρ)",157,"rho",0.23761509
"Burst size (β)",157,"burst",5.52861937
"Activation indis (ψn)",157,"iota_N1",17.4725993
"Activation targeted (ψw)",157,"iota_N2",1.25030783
"Half-life indis (ϕn)",157,"phi_N1",0.01757042
"Half-life targeted (ϕw)",157,"phi_N2",1002.52648
"RBC replenishment (ρ)",158,"rho",0.29753799
"Burst size (β)",158,"burst",4.02964072
"Activation indis (ψn)",158,"iota_N1",12.6622853
"Activation targeted (ψw)",158,"iota_N2",0.82903181
"Half-life indis (ϕn)",158,"phi_N1",0.06306102
"Half-life targeted (ϕw)",158,"phi_N2",1411.75794
"RBC replenishment (ρ)",159,"rho",0.27920739
"Burst size (β)",159,"burst",3.96597757
"Activation indis (ψn)",159,"iota_N1",3.49459522
